family,source,row,feature,stratum,n,mean_cos,max_cos,bo_1,bo_2,bo_4,bo_8,bo_16,bo_32,bo_64,n_sae_gated
sae/l42-1b,2026-07-14_nla-av,725,88541,1,4,0.086231,0.105348,0.086231,0.100273,0.105348,,,,,353
sae/l42-1b,2026-07-14_nla-av,726,91113,1,4,0.105262,0.13593,0.105262,0.13054,0.13593,,,,,409
sae/l42-1b,2026-07-14_nla-av,727,92615,1,4,0.10514,0.132023,0.10514,0.122454,0.132023,,,,,314
sae/l42-1b,2026-07-14_nla-av,728,93086,1,4,0.1302,0.139303,0.1302,0.13606,0.139303,,,,,397
sae/l42-1b,2026-07-14_nla-av,729,93304,1,4,0.028656,0.031949,0.028656,0.029767,0.031949,,,,,385
sae/l42-1b,2026-07-14_nla-av,730,93798,1,4,0.150703,0.181608,0.150703,0.172487,0.181608,,,,,279
sae/l42-1b,2026-07-14_nla-av,731,93835,1,4,0.215459,0.224316,0.215459,0.223956,0.224316,,,,,413
sae/l42-1b,2026-07-14_nla-av,732,93886,1,4,0.182856,0.217298,0.182856,0.206614,0.217298,,,,,297
sae/l42-1b,2026-07-14_nla-av,733,94461,1,4,0.161671,0.18834,0.161671,0.179299,0.18834,,,,,291
sae/l42-1b,2026-07-14_nla-av,734,95285,1,4,0.135542,0.192896,0.135542,0.149326,0.192896,,,,,367
sae/l42-1b,2026-07-14_nla-av,735,95621,1,4,0.10304,0.208854,0.10304,0.141876,0.208854,,,,,342
sae/l42-1b,2026-07-14_nla-av,736,96437,1,4,0.054819,0.128208,0.054819,0.081581,0.128208,,,,,388
sae/l42-1b,2026-07-14_nla-av,737,97819,1,4,0.116955,0.122617,0.116955,0.119795,0.122617,,,,,370
sae/l42-1b,2026-07-14_nla-av,738,98081,1,4,0.031351,0.03612,0.031351,0.033246,0.03612,,,,,392
sae/l42-1b,2026-07-14_nla-av,739,99563,1,4,0.048168,0.061729,0.048168,0.054019,0.061729,,,,,344
sae/l42-1b,2026-07-14_nla-av,740,99721,1,4,0.014963,0.020454,0.014963,0.018273,0.020454,,,,,329
sae/l42-1b,2026-07-14_nla-av,741,100723,1,4,0.082854,0.160228,0.082854,0.134572,0.160228,,,,,315
sae/l42-1b,2026-07-14_nla-av,742,102268,1,4,0.139691,0.1603,0.139691,0.155473,0.1603,,,,,295
sae/l42-1b,2026-07-14_nla-av,743,102783,1,4,0.158476,0.167885,0.158476,0.164523,0.167885,,,,,333
sae/l42-1b,2026-07-14_nla-av,744,103014,1,4,0.158579,0.184301,0.158579,0.177228,0.184301,,,,,351
sae/l42-1b,2026-07-14_nla-av,745,103390,1,4,0.165797,0.17112,0.165797,0.170239,0.17112,,,,,332
sae/l42-1b,2026-07-14_nla-av,746,104276,1,4,0.169332,0.204347,0.169332,0.177563,0.204347,,,,,314
sae/l42-1b,2026-07-14_nla-av,747,104784,1,4,0.173564,0.186941,0.173564,0.182502,0.186941,,,,,345
sae/l42-1b,2026-07-14_nla-av,748,109887,1,4,0.031054,0.067699,0.031054,0.043774,0.067699,,,,,323
sae/l42-1b,2026-07-14_nla-av,749,110021,1,4,0.153673,0.165806,0.153673,0.158107,0.165806,,,,,340
sae/l42-1b,2026-07-14_nla-av,750,110604,1,4,0.057957,0.083319,0.057957,0.072717,0.083319,,,,,379
sae/l42-1b,2026-07-14_nla-av,751,111248,1,4,0.013002,0.0145,0.013002,0.01397,0.0145,,,,,291
sae/l42-1b,2026-07-14_nla-av,752,111835,1,4,0.216435,0.243374,0.216435,0.229207,0.243374,,,,,388
sae/l42-1b,2026-07-14_nla-av,753,117028,1,4,0.117495,0.14389,0.117495,0.131052,0.14389,,,,,359
sae/l42-1b,2026-07-14_nla-av,754,117145,1,4,0.163792,0.177824,0.163792,0.167788,0.177824,,,,,353
sae/l42-1b,2026-07-14_nla-av,755,117327,1,4,0.161269,0.210594,0.161269,0.188732,0.210594,,,,,297
sae/l42-1b,2026-07-14_nla-av,756,119932,1,4,0.179125,0.222384,0.179125,0.208489,0.222384,,,,,315
sae/l42-1b,2026-07-14_nla-av,757,121144,1,4,0.223767,0.244045,0.223767,0.242832,0.244045,,,,,411
sae/l42-1b,2026-07-14_nla-av,758,122015,1,4,0.125185,0.129397,0.125185,0.127859,0.129397,,,,,331
sae/l42-1b,2026-07-14_nla-av,759,123605,1,4,0.117792,0.145714,0.117792,0.139274,0.145714,,,,,404
sae/l42-1b,2026-07-14_nla-av,760,123845,1,4,0.113625,0.146889,0.113625,0.143359,0.146889,,,,,365
sae/l42-1b,2026-07-14_nla-av,761,124337,1,4,0.185706,0.198744,0.185706,0.188922,0.198744,,,,,329
sae/l42-1b,2026-07-14_nla-av,762,124667,1,4,0.024108,0.035076,0.024108,0.029029,0.035076,,,,,376
sae/l42-1b,2026-07-14_nla-av,763,127860,1,4,0.056417,0.084725,0.056417,0.070118,0.084725,,,,,399
sae/l42-1b,2026-07-14_nla-av,764,128271,1,4,0.037433,0.060731,0.037433,0.057815,0.060731,,,,,344
sae/l42-1b,2026-07-14_nla-av,765,128798,1,4,0.139148,0.186513,0.139148,0.161076,0.186513,,,,,371
sae/l42-1b,2026-07-14_nla-av,766,130728,1,4,0.108182,0.118006,0.108182,0.115017,0.118006,,,,,349
sae/l42-1b,2026-07-14_nla-av,767,131014,1,4,0.018459,0.022833,0.018459,0.020469,0.022833,,,,,350
sae/l42-1b,2026-07-14_nla-av,768,11,2,4,0.020572,0.026222,0.020572,0.022306,0.026222,,,,,350
sae/l42-1b,2026-07-14_nla-av,769,215,2,4,0.049432,0.054812,0.049432,0.050686,0.054812,,,,,322
sae/l42-1b,2026-07-14_nla-av,770,1532,2,4,0.026006,0.029056,0.026006,0.028742,0.029056,,,,,325
sae/l42-1b,2026-07-14_nla-av,771,5239,2,4,0.108459,0.12336,0.108459,0.113458,0.12336,,,,,334
sae/l42-1b,2026-07-14_nla-av,772,5596,2,4,0.119782,0.130828,0.119782,0.127125,0.130828,,,,,335
sae/l42-1b,2026-07-14_nla-av,773,8954,2,4,0.054954,0.085959,0.054954,0.075778,0.085959,,,,,357
sae/l42-1b,2026-07-14_nla-av,774,10913,2,4,0.04077,0.047238,0.04077,0.04689,0.047238,,,,,312
sae/l42-1b,2026-07-14_nla-av,775,12244,2,4,0.184305,0.193094,0.184305,0.192172,0.193094,,,,,335
sae/l42-1b,2026-07-14_nla-av,776,12295,2,4,0.059928,0.093928,0.059928,0.067755,0.093928,,,,,367
sae/l42-1b,2026-07-14_nla-av,777,13529,2,4,0.099191,0.107474,0.099191,0.107004,0.107474,,,,,288
sae/l42-1b,2026-07-14_nla-av,778,13833,2,4,0.172796,0.211425,0.172796,0.193954,0.211425,,,,,413
sae/l42-1b,2026-07-14_nla-av,779,14349,2,4,0.117773,0.150965,0.117773,0.135693,0.150965,,,,,327
sae/l42-1b,2026-07-14_nla-av,780,18579,2,4,0.096607,0.117964,0.096607,0.108342,0.117964,,,,,367
sae/l42-1b,2026-07-14_nla-av,781,18590,2,4,0.057933,0.069834,0.057933,0.066186,0.069834,,,,,434
sae/l42-1b,2026-07-14_nla-av,782,20982,2,4,0.152682,0.157642,0.152682,0.1548,0.157642,,,,,305
sae/l42-1b,2026-07-14_nla-av,783,22341,2,4,0.057158,0.060044,0.057158,0.059354,0.060044,,,,,317
sae/l42-1b,2026-07-14_nla-av,784,25262,2,4,0.125624,0.14574,0.125624,0.13942,0.14574,,,,,461
sae/l42-1b,2026-07-14_nla-av,785,25297,2,4,0.142194,0.164103,0.142194,0.151647,0.164103,,,,,381
sae/l42-1b,2026-07-14_nla-av,786,25606,2,4,0.051985,0.066155,0.051985,0.063793,0.066155,,,,,354
sae/l42-1b,2026-07-14_nla-av,787,25741,2,4,0.155983,0.164124,0.155983,0.159937,0.164124,,,,,306
sae/l42-1b,2026-07-14_nla-av,788,27860,2,4,0.083373,0.108258,0.083373,0.092126,0.108258,,,,,345
sae/l42-1b,2026-07-14_nla-av,789,27871,2,4,0.053647,0.090809,0.053647,0.06116,0.090809,,,,,370
sae/l42-1b,2026-07-14_nla-av,790,29327,2,4,0.148469,0.175571,0.148469,0.157677,0.175571,,,,,319
sae/l42-1b,2026-07-14_nla-av,791,30471,2,4,0.056792,0.068488,0.056792,0.062986,0.068488,,,,,381
sae/l42-1b,2026-07-14_nla-av,792,31044,2,4,0.149173,0.170192,0.149173,0.158059,0.170192,,,,,435
sae/l42-1b,2026-07-14_nla-av,793,31383,2,4,0.166922,0.197921,0.166922,0.183637,0.197921,,,,,316
sae/l42-1b,2026-07-14_nla-av,794,31424,2,4,0.097517,0.131119,0.097517,0.11069,0.131119,,,,,352
sae/l42-1b,2026-07-14_nla-av,795,33183,2,4,0.084799,0.123096,0.084799,0.113567,0.123096,,,,,439
sae/l42-1b,2026-07-14_nla-av,796,34449,2,4,0.161696,0.207026,0.161696,0.18713,0.207026,,,,,340
sae/l42-1b,2026-07-14_nla-av,797,34656,2,4,0.067256,0.079864,0.067256,0.077406,0.079864,,,,,365
sae/l42-1b,2026-07-14_nla-av,798,34782,2,4,0.086791,0.118479,0.086791,0.09271,0.118479,,,,,376
sae/l42-1b,2026-07-14_nla-av,799,35108,2,4,0.133808,0.151563,0.133808,0.147568,0.151563,,,,,353
sae/l42-1b,2026-07-14_nla-av,800,36672,2,4,0.094143,0.099685,0.094143,0.094456,0.099685,,,,,371
sae/l42-1b,2026-07-14_nla-av,801,37163,2,4,0.014355,0.02172,0.014355,0.016611,0.02172,,,,,387
sae/l42-1b,2026-07-14_nla-av,802,37723,2,4,0.225725,0.235395,0.225725,0.230711,0.235395,,,,,276
sae/l42-1b,2026-07-14_nla-av,803,39522,2,4,0.123696,0.142713,0.123696,0.132124,0.142713,,,,,323
sae/l42-1b,2026-07-14_nla-av,804,39839,2,4,0.122006,0.125779,0.122006,0.12421,0.125779,,,,,414
sae/l42-1b,2026-07-14_nla-av,805,40415,2,4,0.064853,0.124909,0.064853,0.106797,0.124909,,,,,336
sae/l42-1b,2026-07-14_nla-av,806,40859,2,4,0.110069,0.129906,0.110069,0.123657,0.129906,,,,,327
sae/l42-1b,2026-07-14_nla-av,807,46191,2,4,0.129237,0.132774,0.129237,0.131889,0.132774,,,,,438
sae/l42-1b,2026-07-14_nla-av,808,46712,2,4,0.088062,0.101566,0.088062,0.097313,0.101566,,,,,334
sae/l42-1b,2026-07-14_nla-av,809,47587,2,4,0.128806,0.141038,0.128806,0.136091,0.141038,,,,,324
sae/l42-1b,2026-07-14_nla-av,810,47644,2,4,0.022555,0.025237,0.022555,0.023737,0.025237,,,,,403
sae/l42-1b,2026-07-14_nla-av,811,47933,2,4,0.023183,0.030611,0.023183,0.029915,0.030611,,,,,277
sae/l42-1b,2026-07-14_nla-av,812,48422,2,4,0.046145,0.06033,0.046145,0.052414,0.06033,,,,,301
sae/l42-1b,2026-07-14_nla-av,813,49139,2,4,0.14076,0.162922,0.14076,0.155016,0.162922,,,,,363
sae/l42-1b,2026-07-14_nla-av,814,50441,2,4,0.112277,0.115631,0.112277,0.115313,0.115631,,,,,327
sae/l42-1b,2026-07-14_nla-av,815,51471,2,4,0.080464,0.091734,0.080464,0.088054,0.091734,,,,,435
sae/l42-1b,2026-07-14_nla-av,816,51657,2,4,0.123265,0.13348,0.123265,0.128985,0.13348,,,,,381
sae/l42-1b,2026-07-14_nla-av,817,52163,2,4,0.226881,0.25266,0.226881,0.238621,0.25266,,,,,312
sae/l42-1b,2026-07-14_nla-av,818,52198,2,4,0.011258,0.017249,0.011258,0.013779,0.017249,,,,,300
sae/l42-1b,2026-07-14_nla-av,819,55248,2,4,0.128115,0.144051,0.128115,0.135538,0.144051,,,,,364
sae/l42-1b,2026-07-14_nla-av,820,56264,2,4,0.0914,0.097436,0.0914,0.093768,0.097436,,,,,328
sae/l42-1b,2026-07-14_nla-av,821,61491,2,4,0.146464,0.186976,0.146464,0.179521,0.186976,,,,,298
sae/l42-1b,2026-07-14_nla-av,822,62610,2,4,0.074954,0.100526,0.074954,0.094227,0.100526,,,,,332
sae/l42-1b,2026-07-14_nla-av,823,64376,2,4,0.180053,0.204318,0.180053,0.188913,0.204318,,,,,398
sae/l42-1b,2026-07-14_nla-av,824,64816,2,4,0.06316,0.073576,0.06316,0.071914,0.073576,,,,,294
sae/l42-1b,2026-07-14_nla-av,825,66625,2,4,0.226025,0.258906,0.226025,0.248074,0.258906,,,,,309
sae/l42-1b,2026-07-14_nla-av,826,67712,2,4,0.177089,0.185159,0.177089,0.180545,0.185159,,,,,311
sae/l42-1b,2026-07-14_nla-av,827,67989,2,4,0.033306,0.0394,0.033306,0.038555,0.0394,,,,,321
sae/l42-1b,2026-07-14_nla-av,828,68830,2,4,0.07041,0.081625,0.07041,0.081418,0.081625,,,,,385
sae/l42-1b,2026-07-14_nla-av,829,69094,2,4,0.08203,0.093648,0.08203,0.089771,0.093648,,,,,393
sae/l42-1b,2026-07-14_nla-av,830,69704,2,4,0.060912,0.068802,0.060912,0.065696,0.068802,,,,,272
sae/l42-1b,2026-07-14_nla-av,831,70759,2,4,0.116627,0.122044,0.116627,0.119936,0.122044,,,,,387
sae/l42-1b,2026-07-14_nla-av,832,71801,2,4,0.053066,0.060902,0.053066,0.060022,0.060902,,,,,437
sae/l42-1b,2026-07-14_nla-av,833,72393,2,4,0.081973,0.094511,0.081973,0.086567,0.094511,,,,,390
sae/l42-1b,2026-07-14_nla-av,834,72837,2,4,0.131106,0.146309,0.131106,0.135353,0.146309,,,,,357
sae/l42-1b,2026-07-14_nla-av,835,73753,2,4,0.129766,0.168694,0.129766,0.14162,0.168694,,,,,357
sae/l42-1b,2026-07-14_nla-av,836,73954,2,4,0.074954,0.094687,0.074954,0.088592,0.094687,,,,,383
sae/l42-1b,2026-07-14_nla-av,837,74515,2,4,0.12385,0.149084,0.12385,0.139161,0.149084,,,,,427
sae/l42-1b,2026-07-14_nla-av,838,74799,2,4,0.027739,0.051718,0.027739,0.043682,0.051718,,,,,400
sae/l42-1b,2026-07-14_nla-av,839,75340,2,4,0.010685,0.015382,0.010685,0.014515,0.015382,,,,,363
sae/l42-1b,2026-07-14_nla-av,840,78781,2,4,0.029831,0.037673,0.029831,0.03562,0.037673,,,,,292
sae/l42-1b,2026-07-14_nla-av,841,79576,2,4,0.077368,0.085293,0.077368,0.081065,0.085293,,,,,321
sae/l42-1b,2026-07-14_nla-av,842,79729,2,4,0.168245,0.214507,0.168245,0.190544,0.214507,,,,,359
sae/l42-1b,2026-07-14_nla-av,843,80151,2,4,0.063894,0.074573,0.063894,0.07185,0.074573,,,,,351
sae/l42-1b,2026-07-14_nla-av,844,80279,2,4,0.137521,0.15266,0.137521,0.14648,0.15266,,,,,429
sae/l42-1b,2026-07-14_nla-av,845,80970,2,4,0.103702,0.113273,0.103702,0.108683,0.113273,,,,,356
sae/l42-1b,2026-07-14_nla-av,846,82178,2,4,0.074042,0.094852,0.074042,0.084666,0.094852,,,,,417
sae/l42-1b,2026-07-14_nla-av,847,83466,2,4,0.050611,0.070319,0.050611,0.058394,0.070319,,,,,298
sae/l42-1b,2026-07-14_nla-av,848,84088,2,4,0.12923,0.182298,0.12923,0.15541,0.182298,,,,,291
sae/l42-1b,2026-07-14_nla-av,849,88511,2,4,0.107258,0.133468,0.107258,0.125929,0.133468,,,,,334
sae/l42-1b,2026-07-14_nla-av,850,88746,2,4,0.060673,0.06647,0.060673,0.06636,0.06647,,,,,342
sae/l42-1b,2026-07-14_nla-av,851,88909,2,4,0.103943,0.141948,0.103943,0.116324,0.141948,,,,,320
sae/l42-1b,2026-07-14_nla-av,852,88952,2,4,0.154101,0.165572,0.154101,0.164065,0.165572,,,,,331
sae/l42-1b,2026-07-14_nla-av,853,89065,2,4,0.02426,0.037444,0.02426,0.033753,0.037444,,,,,366
sae/l42-1b,2026-07-14_nla-av,854,89884,2,4,0.177662,0.215761,0.177662,0.197756,0.215761,,,,,317
sae/l42-1b,2026-07-14_nla-av,855,90775,2,4,0.098024,0.109248,0.098024,0.103538,0.109248,,,,,324
sae/l42-1b,2026-07-14_nla-av,856,91198,2,4,0.180246,0.187602,0.180246,0.187157,0.187602,,,,,360
sae/l42-1b,2026-07-14_nla-av,857,91751,2,4,0.139458,0.170591,0.139458,0.159306,0.170591,,,,,317
sae/l42-1b,2026-07-14_nla-av,858,92334,2,4,0.156647,0.173483,0.156647,0.172505,0.173483,,,,,408
sae/l42-1b,2026-07-14_nla-av,859,92633,2,4,0.136214,0.142864,0.136214,0.1423,0.142864,,,,,304
sae/l42-1b,2026-07-14_nla-av,860,93371,2,4,0.114206,0.136669,0.114206,0.121437,0.136669,,,,,383
sae/l42-1b,2026-07-14_nla-av,861,93659,2,4,0.135673,0.154655,0.135673,0.147532,0.154655,,,,,285
sae/l42-1b,2026-07-14_nla-av,862,95303,2,4,0.08648,0.100148,0.08648,0.089727,0.100148,,,,,462
sae/l42-1b,2026-07-14_nla-av,863,96678,2,4,0.076892,0.100861,0.076892,0.091633,0.100861,,,,,362
sae/l42-1b,2026-07-14_nla-av,864,98564,2,4,0.151362,0.19572,0.151362,0.175921,0.19572,,,,,395
sae/l42-1b,2026-07-14_nla-av,865,99039,2,4,0.215096,0.225741,0.215096,0.224211,0.225741,,,,,420
sae/l42-1b,2026-07-14_nla-av,866,99364,2,4,0.110976,0.12905,0.110976,0.118252,0.12905,,,,,355
sae/l42-1b,2026-07-14_nla-av,867,99433,2,4,0.048968,0.06482,0.048968,0.05589,0.06482,,,,,262
sae/l42-1b,2026-07-14_nla-av,868,102208,2,4,0.174286,0.177006,0.174286,0.175737,0.177006,,,,,342
sae/l42-1b,2026-07-14_nla-av,869,103527,2,4,0.159035,0.162561,0.159035,0.16249,0.162561,,,,,356
sae/l42-1b,2026-07-14_nla-av,870,104573,2,4,0.153122,0.173489,0.153122,0.168925,0.173489,,,,,260
sae/l42-1b,2026-07-14_nla-av,871,107376,2,4,0.08901,0.107722,0.08901,0.095507,0.107722,,,,,356
sae/l42-1b,2026-07-14_nla-av,872,109363,2,4,0.069481,0.093408,0.069481,0.07587,0.093408,,,,,484
sae/l42-1b,2026-07-14_nla-av,873,110380,2,4,0.129818,0.143775,0.129818,0.134872,0.143775,,,,,384
sae/l42-1b,2026-07-14_nla-av,874,111788,2,4,0.017079,0.023435,0.017079,0.020372,0.023435,,,,,318
sae/l42-1b,2026-07-14_nla-av,875,113465,2,4,0.097782,0.10802,0.097782,0.106736,0.10802,,,,,381
sae/l42-1b,2026-07-14_nla-av,876,114554,2,4,0.16533,0.18848,0.16533,0.182527,0.18848,,,,,368
sae/l42-1b,2026-07-14_nla-av,877,119021,2,4,0.095274,0.116555,0.095274,0.102408,0.116555,,,,,305
sae/l42-1b,2026-07-14_nla-av,878,119906,2,4,0.220549,0.228341,0.220549,0.225839,0.228341,,,,,363
sae/l42-1b,2026-07-14_nla-av,879,120813,2,4,0.149041,0.179266,0.149041,0.170892,0.179266,,,,,321
sae/l42-1b,2026-07-14_nla-av,880,122034,2,4,0.069831,0.121854,0.069831,0.077113,0.121854,,,,,347
sae/l42-1b,2026-07-14_nla-av,881,123399,2,4,0.143971,0.145102,0.143971,0.14449,0.145102,,,,,352
sae/l42-1b,2026-07-14_nla-av,882,123510,2,4,0.028994,0.032663,0.028994,0.031788,0.032663,,,,,279
sae/l42-1b,2026-07-14_nla-av,883,123883,2,4,0.042257,0.058864,0.042257,0.050579,0.058864,,,,,367
sae/l42-1b,2026-07-14_nla-av,884,124137,2,4,0.089523,0.136818,0.089523,0.101455,0.136818,,,,,297
sae/l42-1b,2026-07-14_nla-av,885,125222,2,4,0.140715,0.148425,0.140715,0.145358,0.148425,,,,,386
sae/l42-1b,2026-07-14_nla-av,886,125759,2,4,0.135506,0.179043,0.135506,0.157831,0.179043,,,,,321
sae/l42-1b,2026-07-14_nla-av,887,125808,2,4,0.082893,0.108436,0.082893,0.095169,0.108436,,,,,412
sae/l42-1b,2026-07-14_nla-av,888,125824,2,4,0.200422,0.213132,0.200422,0.204839,0.213132,,,,,283
sae/l42-1b,2026-07-14_nla-av,889,126149,2,4,0.10523,0.111385,0.10523,0.106622,0.111385,,,,,379
sae/l42-1b,2026-07-14_nla-av,890,126245,2,4,0.14764,0.161839,0.14764,0.157795,0.161839,,,,,349
sae/l42-1b,2026-07-14_nla-av,891,126599,2,4,0.028236,0.036196,0.028236,0.034841,0.036196,,,,,408
sae/l42-1b,2026-07-14_nla-av,892,127479,2,4,0.106815,0.112622,0.106815,0.111768,0.112622,,,,,333
sae/l42-1b,2026-07-14_nla-av,893,128572,2,4,0.127835,0.136846,0.127835,0.133044,0.136846,,,,,370
sae/l42-1b,2026-07-14_nla-av,894,129824,2,4,0.014135,0.019869,0.014135,0.014536,0.019869,,,,,371
sae/l42-1b,2026-07-14_nla-av,895,130173,2,4,0.091277,0.109583,0.091277,0.100053,0.109583,,,,,275
sae/l42-1b,2026-07-14_nla-av,896,751,3,4,0.111022,0.118184,0.111022,0.118035,0.118184,,,,,316
sae/l42-1b,2026-07-14_nla-av,897,1789,3,4,0.068162,0.073558,0.068162,0.07125,0.073558,,,,,377
sae/l42-1b,2026-07-14_nla-av,898,2438,3,4,0.027432,0.030508,0.027432,0.029331,0.030508,,,,,311
sae/l42-1b,2026-07-14_nla-av,899,2543,3,4,0.108423,0.125522,0.108423,0.113242,0.125522,,,,,275
sae/l42-1b,2026-07-14_nla-av,900,3407,3,4,0.147055,0.153417,0.147055,0.150156,0.153417,,,,,353
sae/l42-1b,2026-07-14_nla-av,901,3759,3,4,0.151296,0.218183,0.151296,0.180515,0.218183,,,,,388
sae/l42-1b,2026-07-14_nla-av,902,4282,3,4,0.058476,0.078064,0.058476,0.066355,0.078064,,,,,279
sae/l42-1b,2026-07-14_nla-av,903,5683,3,4,0.009845,0.014792,0.009845,0.012476,0.014792,,,,,362
sae/l42-1b,2026-07-14_nla-av,904,6242,3,4,0.017276,0.021539,0.017276,0.019775,0.021539,,,,,432
sae/l42-1b,2026-07-14_nla-av,905,7137,3,4,0.105111,0.122559,0.105111,0.11208,0.122559,,,,,329
sae/l42-1b,2026-07-14_nla-av,906,7408,3,4,0.075329,0.085533,0.075329,0.078004,0.085533,,,,,399
sae/l42-1b,2026-07-14_nla-av,907,7569,3,4,0.041624,0.05287,0.041624,0.048364,0.05287,,,,,376
sae/l42-1b,2026-07-14_nla-av,908,8401,3,4,0.043347,0.058724,0.043347,0.046966,0.058724,,,,,410
sae/l42-1b,2026-07-14_nla-av,909,9159,3,4,0.120341,0.138278,0.120341,0.13603,0.138278,,,,,355
sae/l42-1b,2026-07-14_nla-av,910,9481,3,4,0.065289,0.081325,0.065289,0.077723,0.081325,,,,,342
sae/l42-1b,2026-07-14_nla-av,911,10332,3,4,0.037601,0.044906,0.037601,0.041252,0.044906,,,,,314
sae/l42-1b,2026-07-14_nla-av,912,10960,3,4,0.112325,0.138481,0.112325,0.128517,0.138481,,,,,378
sae/l42-1b,2026-07-14_nla-av,913,13067,3,4,0.050881,0.055456,0.050881,0.055396,0.055456,,,,,340
sae/l42-1b,2026-07-14_nla-av,914,14514,3,4,0.136893,0.149946,0.136893,0.146746,0.149946,,,,,303
sae/l42-1b,2026-07-14_nla-av,915,15273,3,4,0.086789,0.121241,0.086789,0.107204,0.121241,,,,,346
sae/l42-1b,2026-07-14_nla-av,916,15562,3,4,0.125975,0.131626,0.125975,0.127539,0.131626,,,,,417
sae/l42-1b,2026-07-14_nla-av,917,16408,3,4,0.05018,0.058188,0.05018,0.057884,0.058188,,,,,381
sae/l42-1b,2026-07-14_nla-av,918,16599,3,4,0.13062,0.147441,0.13062,0.13469,0.147441,,,,,405
sae/l42-1b,2026-07-14_nla-av,919,20659,3,4,0.120097,0.128973,0.120097,0.125736,0.128973,,,,,415
sae/l42-1b,2026-07-14_nla-av,920,21303,3,4,0.030965,0.040564,0.030965,0.032959,0.040564,,,,,324
sae/l42-1b,2026-07-14_nla-av,921,25244,3,4,0.02168,0.024703,0.02168,0.024318,0.024703,,,,,418
sae/l42-1b,2026-07-14_nla-av,922,25773,3,4,0.058614,0.067813,0.058614,0.062175,0.067813,,,,,328
sae/l42-1b,2026-07-14_nla-av,923,28280,3,4,0.057678,0.061992,0.057678,0.061055,0.061992,,,,,343
sae/l42-1b,2026-07-14_nla-av,924,28806,3,4,0.058865,0.071538,0.058865,0.064476,0.071538,,,,,362
sae/l42-1b,2026-07-14_nla-av,925,31053,3,4,0.056606,0.06317,0.056606,0.058742,0.06317,,,,,349
sae/l42-1b,2026-07-14_nla-av,926,31385,3,4,0.096439,0.108595,0.096439,0.100501,0.108595,,,,,290
sae/l42-1b,2026-07-14_nla-av,927,33228,3,4,0.130179,0.140328,0.130179,0.133782,0.140328,,,,,338
sae/l42-1b,2026-07-14_nla-av,928,34212,3,4,0.128878,0.146213,0.128878,0.13996,0.146213,,,,,370
sae/l42-1b,2026-07-14_nla-av,929,37463,3,4,0.072171,0.078872,0.072171,0.076808,0.078872,,,,,394
sae/l42-1b,2026-07-14_nla-av,930,37758,3,4,0.020223,0.025042,0.020223,0.023496,0.025042,,,,,396
sae/l42-1b,2026-07-14_nla-av,931,38618,3,4,0.018293,0.025846,0.018293,0.021045,0.025846,,,,,383
sae/l42-1b,2026-07-14_nla-av,932,39431,3,4,0.051093,0.068964,0.051093,0.060416,0.068964,,,,,284
sae/l42-1b,2026-07-14_nla-av,933,39646,3,4,0.046591,0.049851,0.046591,0.047773,0.049851,,,,,353
sae/l42-1b,2026-07-14_nla-av,934,39876,3,4,0.042551,0.057669,0.042551,0.05332,0.057669,,,,,339
sae/l42-1b,2026-07-14_nla-av,935,39924,3,4,0.09851,0.110452,0.09851,0.103711,0.110452,,,,,343
sae/l42-1b,2026-07-14_nla-av,936,40064,3,4,0.126682,0.150103,0.126682,0.134834,0.150103,,,,,355
sae/l42-1b,2026-07-14_nla-av,937,41278,3,4,0.099144,0.110783,0.099144,0.104859,0.110783,,,,,302
sae/l42-1b,2026-07-14_nla-av,938,41351,3,4,0.146554,0.166448,0.146554,0.165618,0.166448,,,,,354
sae/l42-1b,2026-07-14_nla-av,939,41459,3,4,0.127802,0.131759,0.127802,0.131095,0.131759,,,,,370
sae/l42-1b,2026-07-14_nla-av,940,42724,3,4,0.047734,0.056072,0.047734,0.050994,0.056072,,,,,350
sae/l42-1b,2026-07-14_nla-av,941,42890,3,4,0.064521,0.083486,0.064521,0.069496,0.083486,,,,,368
sae/l42-1b,2026-07-14_nla-av,942,45003,3,4,0.04016,0.055303,0.04016,0.054795,0.055303,,,,,360
sae/l42-1b,2026-07-14_nla-av,943,48401,3,4,0.120312,0.123535,0.120312,0.123138,0.123535,,,,,367
sae/l42-1b,2026-07-14_nla-av,944,48421,3,4,0.09856,0.105543,0.09856,0.100153,0.105543,,,,,334
sae/l42-1b,2026-07-14_nla-av,945,49826,3,4,0.031615,0.039667,0.031615,0.038185,0.039667,,,,,319
sae/l42-1b,2026-07-14_nla-av,946,50218,3,4,0.089637,0.10798,0.089637,0.096957,0.10798,,,,,365
sae/l42-1b,2026-07-14_nla-av,947,51982,3,4,0.022594,0.033232,0.022594,0.026316,0.033232,,,,,302
sae/l42-1b,2026-07-14_nla-av,948,52020,3,4,0.077576,0.083704,0.077576,0.082283,0.083704,,,,,346
sae/l42-1b,2026-07-14_nla-av,949,53100,3,4,0.176985,0.189874,0.176985,0.188007,0.189874,,,,,348
sae/l42-1b,2026-07-14_nla-av,950,53743,3,4,0.128021,0.147588,0.128021,0.140151,0.147588,,,,,463
sae/l42-1b,2026-07-14_nla-av,951,54725,3,4,0.10867,0.137009,0.10867,0.120222,0.137009,,,,,351
sae/l42-1b,2026-07-14_nla-av,952,54785,3,4,0.049441,0.056486,0.049441,0.055106,0.056486,,,,,306
